medicine_id,medicine_name,generic_name,manufacturer,category,dosage_form,strength,unit_price,stock_quantity,reorder_level,expiry_date,status
MED00714,Vitamin D3,Amoxicillin,Sun Pharma,General Medicine,Drops,50 mg,714.57,894,87,2027-05-30,Available
MED00715,Atorvastatin,Iron Tablets,Sun Pharma,General Medicine,Tablet,250 mg,565.93,196,75,2028-09-25,Available
MED00716,Dolo 650,Aspirin,Alkem,Antacid,Capsule,650 mg,222.9,760,71,2026-12-13,Available
MED00717,Crocin,Losartan,Lupin,Vitamin,Drops,5 ml,1102.96,529,85,2026-08-06,Available
MED00718,Cetirizine,Levocetirizine,Alkem,Antidiabetic,Injection,10 ml,1200.08,227,66,2028-04-21,Available
MED00719,Omeprazole,Amoxicillin,Alkem,Respiratory,Syrup,10 ml,1455.46,500,32,2026-11-24,Available
MED00720,Crocin,Crocin,Torrent,Painkiller,Syrup,500 mg,1227.39,681,54,2027-10-30,Available
MED00721,Rabeprazole,Domperidone,Alkem,Painkiller,Tablet,50 mg,738.82,192,51,2027-07-07,Available
MED00722,Calcium,ORS,Abbott,Antibiotic,Injection,100 mg,1365.49,309,88,2027-07-29,Available
MED00723,Diclofenac,Diclofenac,Mankind,Cardiology,Syrup,10 ml,842.12,272,33,2028-11-26,Available
MED00724,Aspirin,Atorvastatin,Cipla,Cardiology,Capsule,10 ml,266.03,91,98,2029-01-13,Available
MED00725,Azithromycin,Salbutamol,Dr. Reddy's,Respiratory,Injection,500 mg,951.78,815,74,2028-05-16,Available
MED00726,Telmisartan,Pantoprazole,Dr. Reddy's,Cardiology,Syrup,50 mg,308.51,391,36,2028-04-29,Available
MED00727,Ibuprofen,Losartan,Torrent,Antibiotic,Injection,10 ml,1485.48,299,87,2026-12-29,Available
MED00728,Salbutamol,Vitamin D3,Abbott,Respiratory,Drops,50 mg,42.31,575,99,2027-01-02,Available
MED00729,Cetirizine,Crocin,Mankind,Antibiotic,Capsule,250 mg,93.52,583,92,2028-05-21,Available
MED00730,Ceftriaxone,Telmisartan,GSK,Antacid,Drops,100 mg,968.36,154,28,2028-03-02,Available
MED00731,Metformin,Vitamin D3,Lupin,Vitamin,Injection,50 mg,742.99,568,25,2029-03-04,Available
MED00732,Calcium,Ibuprofen,Dr. Reddy's,Antidiabetic,Capsule,10 ml,194.96,346,51,2027-08-21,Available
MED00733,Ceftriaxone,Ranitidine,Alkem,Antidiabetic,Drops,100 mg,854.29,893,40,2028-07-21,Available
MED00734,Montelukast,Ondansetron,Mankind,General Medicine,Drops,10 ml,1378.54,509,97,2028-06-22,Available
MED00735,Crocin,Diclofenac,Cipla,Vitamin,Syrup,100 mg,929.03,205,93,2027-06-11,Available
MED00736,Cefixime,Montelukast,Lupin,Antacid,Drops,250 mg,1287.19,801,26,2029-04-30,Available
MED00737,Ceftriaxone,Paracetamol,Alkem,Antidiabetic,Syrup,250 mg,931.8,308,29,2028-06-26,Available
MED00738,Losartan,ORS,Pfizer,Cardiology,Injection,5 ml,1494.98,997,58,2028-01-31,Available
MED00739,Metformin,Calcium,Mankind,General Medicine,Injection,5 ml,107.95,995,63,2026-10-22,Available
MED00740,Amoxicillin,Levocetirizine,Abbott,Vitamin,Injection,10 ml,544.44,207,81,2027-12-19,Available
MED00741,Atorvastatin,Domperidone,Cipla,Antacid,Injection,5 ml,31.44,132,76,2029-06-01,Available
MED00742,Rabeprazole,Rabeprazole,Lupin,Cardiology,Syrup,10 ml,302.26,204,55,2027-12-10,Available
MED00743,ORS,Ondansetron,GSK,General Medicine,Tablet,50 mg,1454.75,762,41,2029-03-19,Available
MED00744,Cefixime,Amoxicillin,Sun Pharma,Antidiabetic,Tablet,50 mg,808.1,89,37,2028-11-14,Available
MED00745,Omeprazole,Losartan,Abbott,Respiratory,Syrup,500 mg,735.29,553,31,2028-05-12,Available
MED00746,Omeprazole,Montelukast,Lupin,Painkiller,Tablet,10 ml,73.63,991,51,2026-11-19,Available
MED00747,Cefixime,Atorvastatin,Abbott,Painkiller,Capsule,650 mg,528.2,117,33,2028-11-27,Available
MED00748,Telmisartan,Cetirizine,GSK,Respiratory,Tablet,500 mg,1020.36,247,50,2027-11-16,Available
MED00749,Montelukast,Amlodipine,Sun Pharma,Vitamin,Drops,50 mg,614.12,576,72,2027-11-07,Available
MED00750,Cefixime,Domperidone,Torrent,Antidiabetic,Injection,250 mg,201.23,347,86,2027-03-20,Available
MED00751,Ibuprofen,Domperidone,Lupin,General Medicine,Capsule,50 mg,1420.76,516,60,2028-07-21,Available
MED00752,Ceftriaxone,Losartan,Alkem,Respiratory,Capsule,50 mg,783.08,371,75,2027-05-21,Available
MED00753,Ibuprofen,Crocin,Dr. Reddy's,Antacid,Capsule,50 mg,653.25,764,73,2027-05-22,Available
MED00754,Cefixime,Diclofenac,Dr. Reddy's,Respiratory,Syrup,5 ml,1072.45,726,54,2028-02-29,Available
MED00755,Telmisartan,Diclofenac,Alkem,General Medicine,Injection,50 mg,48.22,771,83,2028-03-26,Available
MED00756,Domperidone,Atorvastatin,Mankind,General Medicine,Syrup,250 mg,1247.66,691,63,2026-12-27,Available
MED00757,Vitamin D3,Ceftriaxone,Pfizer,Antibiotic,Drops,100 mg,895.33,948,49,2027-03-08,Available
MED00758,Diclofenac,ORS,Mankind,Cardiology,Syrup,100 mg,1379.89,131,40,2028-10-28,Available
MED00759,Aspirin,Vitamin D3,Torrent,Antacid,Syrup,5 ml,1345.71,634,80,2026-11-11,Available
MED00760,Ceftriaxone,Aspirin,Pfizer,Antidiabetic,Injection,500 mg,1372.04,369,21,2027-05-03,Available
MED00761,Vitamin D3,Telmisartan,Torrent,Antidiabetic,Injection,5 ml,1287.27,836,37,2027-11-27,Available
MED00762,Azithromycin,Aspirin,Pfizer,Painkiller,Syrup,500 mg,409.89,779,71,2028-04-30,Available
MED00763,Metformin,Losartan,Mankind,Vitamin,Injection,10 ml,282.85,659,36,2027-03-04,Available
MED00764,Cetirizine,Losartan,Cipla,Respiratory,Syrup,650 mg,1087.58,451,60,2028-05-09,Available
MED00765,Ranitidine,ORS,Mankind,Vitamin,Capsule,650 mg,692.05,842,60,2027-06-28,Available
MED00766,Domperidone,Diclofenac,Cipla,Antidiabetic,Syrup,100 mg,1276.52,374,36,2026-09-11,Available
MED00767,Insulin,Ibuprofen,Abbott,Painkiller,Syrup,250 mg,286.67,273,74,2027-01-31,Available
MED00768,Cetirizine,Amlodipine,Torrent,General Medicine,Tablet,500 mg,756.38,731,45,2027-04-25,Available
MED00769,Calcium,Omeprazole,Abbott,Antacid,Drops,50 mg,1144.76,796,75,2029-02-26,Available
MED00770,Calcium,Crocin,Mankind,Respiratory,Tablet,50 mg,577.88,479,34,2028-05-02,Available
MED00771,Iron Tablets,ORS,Alkem,Vitamin,Syrup,5 ml,440.46,296,60,2028-03-16,Available
MED00772,Salbutamol,Atorvastatin,Abbott,Antibiotic,Drops,650 mg,35.28,467,80,2027-08-31,Available
MED00773,Ibuprofen,Dolo 650,Lupin,Vitamin,Injection,500 mg,122.51,240,39,2027-12-29,Available
MED00774,Vitamin D3,Salbutamol,Dr. Reddy's,Painkiller,Syrup,10 ml,205.84,225,85,2027-04-25,Available
MED00775,Cefixime,Aspirin,Alkem,Cardiology,Injection,100 mg,475.47,1000,43,2028-02-09,Available
MED00776,Azithromycin,ORS,Lupin,Cardiology,Capsule,500 mg,144.18,561,56,2026-11-13,Available
MED00777,Rabeprazole,Ceftriaxone,Dr. Reddy's,Antidiabetic,Injection,5 ml,233.29,726,76,2028-10-15,Available
MED00778,Telmisartan,Calcium,GSK,Respiratory,Syrup,250 mg,181.97,215,33,2029-01-09,Available
MED00779,Amlodipine,Dolo 650,Alkem,Painkiller,Injection,650 mg,587.64,376,79,2027-10-28,Available
MED00780,Iron Tablets,Losartan,Dr. Reddy's,Cardiology,Syrup,100 mg,421.16,800,36,2029-03-14,Available
MED00781,Rabeprazole,Montelukast,Sun Pharma,Respiratory,Tablet,500 mg,219.8,604,81,2028-06-10,Available
MED00782,Montelukast,Losartan,Abbott,Vitamin,Injection,100 mg,1481.43,275,95,2029-06-11,Available
MED00783,Cefixime,Calcium,Sun Pharma,Antibiotic,Syrup,5 ml,454.05,138,35,2027-06-22,Available
MED00784,ORS,Cefixime,Abbott,Cardiology,Injection,250 mg,1316.85,154,84,2029-01-03,Available
MED00785,Insulin,Levocetirizine,Pfizer,General Medicine,Tablet,250 mg,766.04,360,22,2028-11-24,Available
MED00786,Salbutamol,Ceftriaxone,Alkem,Antidiabetic,Injection,250 mg,154.72,414,66,2029-01-17,Available
MED00787,Levocetirizine,Iron Tablets,Pfizer,General Medicine,Injection,10 ml,231.12,781,32,2026-10-13,Available
MED00788,Dolo 650,Metformin,GSK,Vitamin,Syrup,50 mg,1244.84,621,25,2028-04-06,Available
MED00789,ORS,Paracetamol,Mankind,General Medicine,Tablet,650 mg,300.13,868,67,2028-03-05,Available
MED00790,Dolo 650,Dolo 650,Dr. Reddy's,Painkiller,Capsule,10 ml,873.14,554,43,2028-09-04,Available
MED00791,Aspirin,Domperidone,Sun Pharma,Cardiology,Capsule,100 mg,1321.61,899,37,2028-05-07,Available
MED00792,Cetirizine,Telmisartan,Sun Pharma,General Medicine,Drops,650 mg,20.42,317,53,2028-05-13,Available
MED00793,Ibuprofen,Iron Tablets,Mankind,Antacid,Capsule,100 mg,831.69,540,72,2027-04-24,Available
MED00794,Amoxicillin,Levocetirizine,Cipla,Respiratory,Capsule,10 ml,324.0,405,29,2027-11-12,Available
MED00795,Amlodipine,ORS,Alkem,General Medicine,Tablet,100 mg,385.95,373,51,2027-01-15,Available
MED00796,Domperidone,Ceftriaxone,Lupin,General Medicine,Tablet,500 mg,311.11,656,70,2029-01-01,Available
MED00797,Ranitidine,Ibuprofen,Lupin,Vitamin,Capsule,500 mg,391.51,789,64,2028-10-01,Available
MED00798,Montelukast,Salbutamol,Cipla,Painkiller,Tablet,650 mg,510.75,276,96,2026-07-01,Available
MED00799,Diclofenac,Aspirin,Cipla,Respiratory,Drops,50 mg,1219.72,165,96,2028-02-13,Available
MED00800,Amoxicillin,Losartan,Abbott,General Medicine,Tablet,250 mg,547.15,523,75,2027-10-08,Available
MED00801,Levocetirizine,Aspirin,Sun Pharma,Cardiology,Capsule,250 mg,125.04,609,93,2028-10-29,Available
MED00802,Ibuprofen,Domperidone,Mankind,General Medicine,Injection,100 mg,1332.44,265,36,2029-06-01,Available
MED00803,ORS,Iron Tablets,Dr. Reddy's,Respiratory,Syrup,50 mg,165.76,512,98,2027-08-10,Available
MED00804,Calcium,Diclofenac,Alkem,Painkiller,Injection,50 mg,1427.61,264,92,2028-01-15,Available
MED00805,Vitamin D3,Ibuprofen,GSK,Antidiabetic,Tablet,50 mg,1326.31,256,73,2028-09-14,Available
MED00806,Aspirin,Pantoprazole,Cipla,Vitamin,Tablet,250 mg,1275.37,698,93,2026-12-25,Available
MED00807,Ibuprofen,Amlodipine,Alkem,Antidiabetic,Syrup,50 mg,232.84,985,56,2026-10-14,Available
MED00808,Ibuprofen,Iron Tablets,Cipla,Respiratory,Injection,5 ml,427.62,131,56,2027-11-12,Available
MED00809,Telmisartan,Telmisartan,Alkem,Antacid,Tablet,100 mg,1193.16,72,80,2029-03-29,Available
MED00810,Cetirizine,Vitamin D3,Cipla,Vitamin,Injection,5 ml,505.2,818,52,2028-06-05,Available
MED00811,Levocetirizine,Calcium,Sun Pharma,General Medicine,Syrup,650 mg,1356.65,850,37,2027-07-19,Available
MED00812,Crocin,Levocetirizine,Cipla,Painkiller,Capsule,100 mg,1445.65,50,75,2027-08-26,Available
MED00813,Ondansetron,Aspirin,Sun Pharma,Painkiller,Capsule,650 mg,1397.02,56,96,2026-11-10,Available
MED00814,Amoxicillin,Insulin,Cipla,Antidiabetic,Injection,100 mg,489.17,290,74,2029-06-27,Available
MED00815,Aspirin,Ibuprofen,Lupin,Antidiabetic,Syrup,500 mg,733.07,504,22,2026-07-10,Available
MED00816,Ondansetron,Pantoprazole,Sun Pharma,Antidiabetic,Injection,650 mg,1367.09,158,80,2027-08-16,Available
MED00817,Metformin,Aspirin,Dr. Reddy's,Vitamin,Tablet,650 mg,10.43,474,38,2027-01-15,Available
MED00818,Aspirin,Amlodipine,Alkem,Respiratory,Syrup,500 mg,801.24,135,53,2028-11-03,Available
MED00819,Atorvastatin,Omeprazole,Abbott,Respiratory,Capsule,650 mg,530.37,199,93,2026-09-22,Available
MED00820,Atorvastatin,Iron Tablets,Cipla,Respiratory,Syrup,100 mg,852.19,598,95,2028-03-24,Available
MED00821,Pantoprazole,Cetirizine,Pfizer,Antidiabetic,Tablet,500 mg,677.73,966,24,2028-12-23,Available
MED00822,Ondansetron,ORS,Sun Pharma,Antacid,Syrup,500 mg,631.78,204,88,2026-09-14,Available
MED00823,Paracetamol,Salbutamol,Cipla,Antidiabetic,Tablet,250 mg,902.18,152,88,2029-01-22,Available
MED00824,Montelukast,Diclofenac,Alkem,Antibiotic,Syrup,100 mg,1417.3,843,40,2026-12-05,Available
MED00825,Levocetirizine,Domperidone,Dr. Reddy's,Vitamin,Tablet,5 ml,1094.87,732,55,2028-10-17,Available
MED00826,Vitamin D3,Metformin,Alkem,Antidiabetic,Syrup,50 mg,370.53,237,36,2026-09-18,Available
MED00827,Levocetirizine,Ranitidine,Sun Pharma,Antidiabetic,Tablet,250 mg,1473.25,687,30,2027-09-08,Available
MED00828,Calcium,Omeprazole,Lupin,General Medicine,Syrup,650 mg,568.35,279,86,2028-01-26,Available
MED00829,Dolo 650,Levocetirizine,Dr. Reddy's,Antidiabetic,Tablet,650 mg,763.54,869,58,2027-01-14,Available
MED00830,Paracetamol,Salbutamol,Pfizer,General Medicine,Tablet,650 mg,193.75,548,27,2026-10-02,Available
MED00831,Iron Tablets,Ceftriaxone,Abbott,Cardiology,Drops,650 mg,742.34,73,84,2028-09-03,Available
MED00832,Calcium,Salbutamol,Alkem,Antibiotic,Syrup,100 mg,27.81,152,75,2029-02-13,Available
MED00833,Azithromycin,Paracetamol,Mankind,Respiratory,Capsule,10 ml,338.02,706,75,2026-09-10,Available
MED00834,Ibuprofen,Levocetirizine,Cipla,Cardiology,Drops,500 mg,819.69,832,88,2029-06-04,Available
MED00835,Insulin,Ibuprofen,Torrent,Antidiabetic,Tablet,500 mg,421.51,732,27,2027-10-15,Available
MED00836,Pantoprazole,Domperidone,Pfizer,Vitamin,Injection,500 mg,276.86,87,53,2027-03-30,Available
MED00837,Pantoprazole,Paracetamol,Lupin,Antibiotic,Injection,10 ml,398.48,873,89,2027-03-04,Available
MED00838,Ondansetron,Insulin,Mankind,Antibiotic,Tablet,500 mg,351.0,539,94,2028-07-08,Available
MED00839,Amoxicillin,Amlodipine,Torrent,Antacid,Drops,50 mg,56.58,229,90,2028-05-15,Available
MED00840,Paracetamol,Metformin,Torrent,Antacid,Drops,650 mg,1245.74,221,93,2028-04-27,Available
MED00841,Amoxicillin,Pantoprazole,Alkem,Antidiabetic,Tablet,650 mg,938.49,185,64,2028-08-28,Available
MED00842,Iron Tablets,Azithromycin,Lupin,Respiratory,Capsule,10 ml,1196.29,743,76,2029-04-23,Available
MED00843,Iron Tablets,Domperidone,Sun Pharma,General Medicine,Injection,250 mg,1339.88,365,61,2029-06-22,Available
MED00844,Telmisartan,Crocin,Cipla,Respiratory,Syrup,10 ml,902.66,560,93,2028-02-29,Available
MED00845,Cefixime,Atorvastatin,Lupin,Painkiller,Tablet,250 mg,564.54,810,66,2028-09-19,Available
MED00846,Rabeprazole,Insulin,Sun Pharma,General Medicine,Capsule,500 mg,79.35,123,60,2026-08-02,Available
MED00847,Azithromycin,Diclofenac,Cipla,General Medicine,Syrup,100 mg,421.01,649,63,2028-02-10,Available
MED00848,Diclofenac,Levocetirizine,Sun Pharma,Respiratory,Syrup,5 ml,417.26,935,33,2028-11-22,Available
MED00849,Insulin,Domperidone,Cipla,Antidiabetic,Syrup,5 ml,591.68,397,57,2028-02-02,Available
MED00850,Paracetamol,Cetirizine,Sun Pharma,Antidiabetic,Injection,500 mg,248.78,449,42,2029-04-10,Available
MED00851,Iron Tablets,Azithromycin,Cipla,Cardiology,Injection,10 ml,1001.4,258,96,2029-02-09,Available
MED00852,Paracetamol,Ondansetron,GSK,General Medicine,Injection,50 mg,976.31,152,38,2029-02-20,Available
MED00853,Iron Tablets,Domperidone,GSK,Respiratory,Capsule,50 mg,1324.92,612,65,2026-10-28,Available
MED00854,Diclofenac,Crocin,Abbott,Cardiology,Tablet,5 ml,651.25,487,26,2029-05-21,Available
MED00855,Cefixime,Diclofenac,Cipla,General Medicine,Injection,650 mg,1135.14,899,22,2029-06-09,Available
MED00856,Diclofenac,Losartan,Sun Pharma,General Medicine,Drops,10 ml,1483.38,724,47,2029-06-02,Available
MED00857,Metformin,Crocin,Pfizer,General Medicine,Injection,10 ml,244.48,558,94,2027-12-01,Available
MED00858,Levocetirizine,Ceftriaxone,Alkem,General Medicine,Drops,500 mg,413.54,123,62,2028-10-01,Available
MED00859,Rabeprazole,Azithromycin,Torrent,Antidiabetic,Injection,5 ml,68.98,533,96,2027-07-05,Available
MED00860,Calcium,Dolo 650,Abbott,Antidiabetic,Drops,10 ml,1041.96,152,25,2027-12-08,Available
MED00861,Amlodipine,Crocin,Cipla,Respiratory,Drops,10 ml,273.43,164,36,2029-05-29,Available
MED00862,Azithromycin,Amlodipine,GSK,General Medicine,Capsule,500 mg,1434.45,333,97,2028-07-31,Available
MED00863,Amoxicillin,Ranitidine,Abbott,Antidiabetic,Drops,50 mg,385.71,876,62,2027-01-26,Available
MED00864,Crocin,Aspirin,GSK,Respiratory,Syrup,5 ml,971.97,919,73,2026-12-15,Available
MED00865,ORS,Calcium,Dr. Reddy's,Antidiabetic,Injection,100 mg,1453.4,785,24,2026-07-26,Available
MED00866,Paracetamol,Insulin,GSK,Cardiology,Tablet,650 mg,192.25,805,25,2027-08-08,Available
MED00867,Levocetirizine,Cetirizine,Dr. Reddy's,Cardiology,Capsule,250 mg,736.34,171,37,2029-06-10,Available
MED00868,Telmisartan,Amlodipine,Abbott,Vitamin,Syrup,5 ml,732.36,234,85,2027-07-15,Available
MED00869,Azithromycin,Rabeprazole,Abbott,Vitamin,Capsule,100 mg,1029.49,888,20,2027-01-03,Available
MED00870,Cetirizine,Montelukast,Mankind,Cardiology,Drops,250 mg,1137.59,585,49,2027-10-13,Available
MED00871,Azithromycin,Pantoprazole,Abbott,General Medicine,Tablet,5 ml,135.87,943,52,2028-05-17,Available
MED00872,Amoxicillin,Cetirizine,Cipla,Painkiller,Capsule,100 mg,101.38,832,20,2027-03-24,Available
MED00873,Rabeprazole,ORS,GSK,Cardiology,Drops,5 ml,935.3,721,35,2027-10-03,Available
MED00874,Ceftriaxone,Losartan,GSK,Cardiology,Tablet,50 mg,1257.59,346,29,2026-07-06,Available
MED00875,Vitamin D3,Rabeprazole,Sun Pharma,Antacid,Tablet,100 mg,120.83,336,28,2027-10-23,Available
MED00876,Rabeprazole,Metformin,Sun Pharma,Vitamin,Tablet,5 ml,434.87,69,84,2026-12-01,Available
MED00877,Insulin,Amoxicillin,Pfizer,Antacid,Injection,100 mg,665.06,68,56,2027-09-18,Available
MED00878,Ibuprofen,Levocetirizine,Torrent,Antacid,Capsule,5 ml,413.9,984,58,2027-07-13,Available
MED00879,Salbutamol,Ibuprofen,Lupin,General Medicine,Drops,250 mg,957.31,260,33,2028-10-10,Available
MED00880,Insulin,Diclofenac,Torrent,Vitamin,Drops,500 mg,1211.47,998,64,2028-12-05,Available
MED00881,ORS,Salbutamol,Cipla,Cardiology,Injection,100 mg,1064.5,724,88,2028-10-21,Available
MED00882,Telmisartan,ORS,Pfizer,Vitamin,Syrup,50 mg,1040.58,721,28,2028-01-07,Available
MED00883,Amoxicillin,Ibuprofen,Mankind,Cardiology,Injection,100 mg,397.54,312,22,2026-12-09,Available
MED00884,Atorvastatin,Vitamin D3,GSK,Respiratory,Tablet,650 mg,363.6,647,75,2026-08-25,Available
MED00885,Iron Tablets,Metformin,Torrent,Painkiller,Syrup,250 mg,226.44,121,29,2029-06-05,Available
MED00886,Montelukast,Vitamin D3,Abbott,Antibiotic,Tablet,100 mg,833.45,137,81,2028-01-14,Available
MED00887,Ondansetron,ORS,Alkem,Antacid,Tablet,500 mg,1325.28,362,83,2027-07-07,Available
MED00888,Amoxicillin,Montelukast,Abbott,General Medicine,Injection,10 ml,698.58,362,95,2026-12-31,Available
MED00889,Ondansetron,Calcium,GSK,Antibiotic,Injection,50 mg,565.75,208,38,2028-07-03,Available
MED00890,Crocin,Aspirin,Pfizer,General Medicine,Drops,500 mg,429.86,66,49,2026-07-29,Available
MED00891,Ranitidine,Insulin,Torrent,Painkiller,Drops,100 mg,1283.16,108,85,2027-04-21,Available
MED00892,Diclofenac,Losartan,Mankind,Painkiller,Capsule,250 mg,1006.22,617,39,2026-08-27,Available
MED00893,Ceftriaxone,Salbutamol,Alkem,Respiratory,Tablet,50 mg,992.67,274,55,2029-05-26,Available
MED00894,Diclofenac,ORS,Alkem,General Medicine,Drops,650 mg,463.44,319,40,2027-02-12,Available
MED00895,Cetirizine,Ranitidine,Dr. Reddy's,Antibiotic,Capsule,100 mg,114.95,601,64,2027-05-26,Available
MED00896,Ranitidine,Atorvastatin,Lupin,Vitamin,Capsule,50 mg,761.65,368,55,2027-11-01,Available
MED00897,Diclofenac,Levocetirizine,GSK,Vitamin,Drops,50 mg,1042.4,711,36,2028-02-02,Available
MED00898,Domperidone,Salbutamol,Abbott,General Medicine,Injection,10 ml,887.54,341,87,2028-11-15,Available
MED00899,Cetirizine,Levocetirizine,Sun Pharma,General Medicine,Capsule,250 mg,1432.83,556,72,2027-05-03,Available
MED00900,Ceftriaxone,Telmisartan,Abbott,Antibiotic,Syrup,50 mg,688.41,717,98,2027-05-18,Available
MED00901,Rabeprazole,Dolo 650,Cipla,Antidiabetic,Injection,10 ml,385.45,435,48,2029-02-25,Available
MED00902,Losartan,Atorvastatin,Sun Pharma,Cardiology,Drops,50 mg,1254.09,575,69,2027-10-06,Available
MED00903,Omeprazole,Cetirizine,GSK,General Medicine,Drops,5 ml,242.2,503,76,2026-10-09,Available
MED00904,Cefixime,Telmisartan,Torrent,Vitamin,Tablet,10 ml,1466.27,720,50,2026-07-02,Available
MED00905,Ibuprofen,Insulin,Sun Pharma,Cardiology,Injection,650 mg,1074.94,557,27,2028-10-07,Available
MED00906,Cefixime,Aspirin,Pfizer,Painkiller,Injection,100 mg,202.02,331,37,2028-04-01,Available
MED00907,Ceftriaxone,Calcium,Lupin,Antibiotic,Tablet,500 mg,66.54,437,27,2027-09-03,Available
MED00908,Amlodipine,Azithromycin,Pfizer,Painkiller,Injection,100 mg,660.06,921,29,2026-12-14,Available
MED00909,ORS,Crocin,Mankind,Cardiology,Drops,50 mg,359.79,613,39,2027-02-22,Available
MED00910,Atorvastatin,Losartan,Mankind,Antibiotic,Injection,10 ml,1313.93,700,77,2028-06-29,Available
MED00911,Telmisartan,Dolo 650,GSK,Cardiology,Injection,500 mg,1056.78,493,100,2029-05-17,Available
MED00912,Pantoprazole,Montelukast,GSK,Vitamin,Tablet,5 ml,23.76,61,33,2028-09-05,Available
MED00913,Metformin,Diclofenac,Dr. Reddy's,Antacid,Drops,650 mg,931.21,428,54,2026-08-09,Available
MED00914,Montelukast,Insulin,Pfizer,Painkiller,Tablet,250 mg,698.2,998,79,2028-08-18,Available
MED00915,Cefixime,Iron Tablets,Torrent,Respiratory,Drops,250 mg,599.25,941,62,2027-03-23,Available
MED00916,Ranitidine,Atorvastatin,Torrent,General Medicine,Tablet,5 ml,1244.96,674,75,2029-04-14,Available
MED00917,Omeprazole,Paracetamol,GSK,General Medicine,Capsule,50 mg,346.71,135,67,2027-07-07,Available
MED00918,Amoxicillin,Losartan,Pfizer,Antibiotic,Syrup,5 ml,997.47,167,29,2027-09-19,Available
MED00919,Cetirizine,Losartan,Torrent,Antibiotic,Tablet,10 ml,299.34,478,89,2028-08-11,Available
MED00920,Paracetamol,Crocin,Abbott,Respiratory,Syrup,10 ml,90.1,918,82,2028-04-22,Available
MED00921,Insulin,Ceftriaxone,Lupin,General Medicine,Drops,500 mg,106.73,751,39,2026-11-02,Available
MED00922,Aspirin,Aspirin,Pfizer,Respiratory,Syrup,50 mg,1066.82,915,33,2029-01-18,Available
MED00923,Aspirin,Domperidone,Cipla,Antidiabetic,Capsule,5 ml,103.18,898,44,2028-02-08,Available
MED00924,Amoxicillin,Telmisartan,Dr. Reddy's,Cardiology,Injection,500 mg,1429.01,349,84,2027-07-24,Available
MED00925,Paracetamol,Diclofenac,Lupin,Cardiology,Syrup,100 mg,1476.82,870,62,2028-05-04,Available
MED00926,Losartan,Omeprazole,Alkem,Respiratory,Syrup,650 mg,836.19,673,96,2028-11-25,Available
MED00927,Azithromycin,ORS,Abbott,Cardiology,Injection,650 mg,883.08,608,43,2026-09-20,Available
MED00928,Amoxicillin,Iron Tablets,GSK,Antidiabetic,Tablet,650 mg,766.41,790,21,2029-05-12,Available
MED00929,Cetirizine,Pantoprazole,Sun Pharma,Vitamin,Drops,250 mg,167.32,305,26,2028-08-07,Available
MED00930,Ondansetron,Omeprazole,Pfizer,Painkiller,Syrup,10 ml,647.33,971,25,2029-03-31,Available
MED00931,ORS,Rabeprazole,Dr. Reddy's,Antibiotic,Capsule,5 ml,185.13,481,55,2029-01-22,Available
MED00932,Insulin,Insulin,GSK,Cardiology,Capsule,250 mg,881.13,394,55,2029-01-18,Available
MED00933,Aspirin,Telmisartan,Dr. Reddy's,Antidiabetic,Capsule,250 mg,555.41,393,45,2026-11-18,Available
MED00934,Losartan,ORS,Abbott,General Medicine,Drops,5 ml,1345.23,195,64,2027-02-04,Available
MED00935,Levocetirizine,Ranitidine,Mankind,Antibiotic,Capsule,100 mg,1222.34,467,69,2028-07-01,Available
MED00936,Pantoprazole,Metformin,Pfizer,Antacid,Tablet,50 mg,1173.47,57,38,2027-07-02,Available
MED00937,ORS,Telmisartan,Dr. Reddy's,Vitamin,Syrup,10 ml,1165.26,406,38,2029-03-02,Available
MED00938,Levocetirizine,Iron Tablets,Mankind,Vitamin,Tablet,250 mg,532.75,160,21,2027-03-03,Available
MED00939,Paracetamol,Paracetamol,Mankind,Antibiotic,Syrup,50 mg,795.0,916,46,2028-05-24,Available
MED00940,Ondansetron,Ondansetron,Torrent,General Medicine,Capsule,100 mg,1473.32,288,72,2028-05-14,Available
MED00941,Cetirizine,Montelukast,Mankind,Respiratory,Drops,5 ml,931.99,355,24,2029-05-13,Available
MED00942,Rabeprazole,Amlodipine,Abbott,Antidiabetic,Drops,10 ml,840.86,637,29,2028-09-20,Available
MED00943,Telmisartan,Paracetamol,Sun Pharma,Antacid,Syrup,500 mg,1098.09,271,38,2027-12-01,Available
MED00944,Ranitidine,Dolo 650,Torrent,Respiratory,Tablet,650 mg,892.72,403,82,2026-10-29,Available
MED00945,Pantoprazole,Atorvastatin,Dr. Reddy's,Antacid,Drops,650 mg,446.96,791,86,2026-09-11,Available
MED00946,Diclofenac,Cetirizine,Torrent,Respiratory,Injection,50 mg,457.36,464,37,2027-12-08,Available
MED00947,Paracetamol,Metformin,Torrent,Painkiller,Injection,500 mg,899.84,121,32,2027-03-12,Available
MED00948,Ibuprofen,Aspirin,Lupin,Antibiotic,Syrup,5 ml,702.75,244,90,2028-07-08,Available
MED00949,Cefixime,Domperidone,Pfizer,Painkiller,Syrup,5 ml,815.33,534,44,2028-11-05,Available
MED00950,Ibuprofen,Calcium,Pfizer,Antacid,Tablet,650 mg,1330.36,337,78,2029-02-02,Available
MED00951,Levocetirizine,Rabeprazole,GSK,Antidiabetic,Drops,100 mg,804.84,546,34,2028-06-19,Available
